lineage	min	q1	mean	median	q3	max
1;3;48;607;2340;9842;31014;85874	0.0	0.15925	0.33749999999999997	0.27449999999999997	0.34249999999999997	0.99
1;3;48;607;2340;9842;31014;86228	0.182	0.1875	0.455	0.193	0.5915	0.99
1;3;48;607;2340;9842;31014;86276	0.0	0.091	0.19000000000000003	0.182	0.28500000000000003	0.388
1;3;48;607;2340;9842;31014;86382	0.0	0.24575	0.6149230769230769	0.6679999999999999	0.99	0.99
1;3;48;607;2340;9842;31014;86459	0.188	0.188	0.188	0.188	0.188	0.188
1;3;48;607;2340;9842;31014;86478	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;86634	0.179	0.2385	0.48900000000000005	0.298	0.644	0.99
1;3;48;607;2340;9842;31014;87223	0.375	0.8362499999999999	0.8362499999999999	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;87341	0.169	0.169	0.169	0.169	0.169	0.169
1;3;48;607;2340;9842;31014;87389	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;87602	0.141	0.1535	0.4323333333333333	0.166	0.5780000000000001	0.99
1;3;48;607;2340;9842;31014;88171	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;88274	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;88444	0.127	0.24575	0.5667	0.4425	0.99	0.99
1;3;48;607;2340;9842;31014;88453	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;88535	0.437	0.7135	0.8056666666666666	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;88668	0.09	0.16299999999999998	0.4386666666666667	0.236	0.613	0.99
1;3;48;607;2340;9842;31014;88685	0.127	0.26075	0.6306666666666666	0.7495	0.99	0.99
1;3;48;607;2340;9842;31014;88723	0.553	0.553	0.553	0.553	0.553	0.553
1;3;48;607;2340;9842;31014;88747	0.876	0.933	0.952	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;88931	0.082	0.11575	0.253	0.14450000000000002	0.28175	0.641
1;3;48;607;2340;9842;31014;89258	0.681	0.681	0.681	0.681	0.681	0.681
1;3;48;607;2340;9842;31014;89295	0.127	0.127	0.127	0.127	0.127	0.127
1;3;48;607;2340;9842;31014;89311	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;89446	0.721	0.92275	0.92275	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;89494	0.392	0.392	0.392	0.392	0.392	0.392
1;3;48;607;2340;9842;31014;89500	0.293	0.5115000000000001	0.7537142857142857	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;90044	0.036	0.63	0.7564	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;90205	0.0	0.6839999999999999	0.7891162790697674	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;90635	0.293	0.99	0.8738333333333334	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;90743	0.0	0.293	0.7024444444444444	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;90817	0.0	0.1085	0.4218	0.256	0.87	0.99
1;3;48;607;2340;9842;31014;90883	0.127	0.1545	0.22266666666666665	0.182	0.27049999999999996	0.359
1;3;48;607;2340;9842;31014;91174	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;91587	0.226	0.41700000000000004	0.608	0.608	0.7989999999999999	0.99
1;3;48;607;2340;9842;31014;91697	0.0	0.39525	0.62675	0.7585	0.99	0.99
1;3;48;607;2340;9842;31014;91782	0.298	0.99	0.8911428571428571	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;91937	0.125	0.16025	0.43374999999999997	0.31	0.5835	0.99
1;3;48;607;2340;9842;31014;92147	0.007	0.111	0.3140201342281879	0.173	0.4	0.99
1;3;48;607;2340;9842;31014;92502	0.144	0.15575	0.16749999999999998	0.16749999999999998	0.17925	0.191
1;3;48;607;2340;9842;31014;92803	0.721	0.78825	0.8554999999999999	0.8554999999999999	0.92275	0.99
1;3;48;607;2340;9842;31014;92807	0.182	0.4515	0.631	0.721	0.8554999999999999	0.99
1;3;48;607;2340;9842;31014;92898	0.154	0.154	0.154	0.154	0.154	0.154
1;3;48;607;2340;9842;31014;92899	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;93050	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;93163	0.15	0.17049999999999998	0.44366666666666665	0.191	0.5905	0.99
1;3;48;607;2340;9842;31014;93387	0.0	0.351	0.7333753308628904	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;93551	0.018	0.018	0.018	0.018	0.018	0.018
1;3;48;607;2340;9842;31014;93567	0.0	0.08025	0.34875	0.20249999999999999	0.471	0.99
1;3;48;607;2340;9842;31014;93825	0.175	0.175	0.175	0.175	0.175	0.175
1;3;48;607;2340;9842;31014;93843	0.241	0.241	0.241	0.241	0.241	0.241
1;3;48;607;2340;9842;31014;94313	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;94362	0.0	0.06	0.3218	0.182	0.377	0.99
1;3;48;607;2340;9842;31014;94454	0.0	0.59125	0.7890625	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;94560	0.151	0.3275	0.6458333333333334	0.716	0.99	0.99
1;3;48;607;2340;9842;31014;94606	0.141	0.5655	0.707	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;94737	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;95192	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;95422	0.0	0.08875	0.1775	0.1775	0.26625	0.355
1;3;48;607;2340;9842;31014;95450	0.105	0.105	0.105	0.105	0.105	0.105
1;3;48;607;2340;9842;31014;95561	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;95602	0.322	0.322	0.322	0.322	0.322	0.322
1;3;48;607;2340;9842;31014;95921	0.184	0.32125	0.4585	0.4585	0.59575	0.733
1;3;48;607;2340;9842;31014;95933	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;95979	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;96025	0.269	0.372	0.7222	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;96138	0.111	0.5505	0.6970000000000001	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;96462	0.064	0.09025	0.4685	0.41	0.78825	0.99
1;3;48;607;2340;9842;31014;96934	0.0	0.99	0.8250000000000001	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;97110	0.227	0.421	0.7236	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;97116	0.0	0.111	0.42238333333333333	0.2575	0.74775	0.99
1;3;48;607;2340;9842;31014;97180	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;97266	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;97286	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;97385	0.099	0.168	0.5675	0.5905	0.99	0.99
1;3;48;607;2340;9842;31014;97637	0.0	0.495	0.66	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;97830	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;98135	0.197	0.79175	0.79175	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;98651	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;98723	0.0	0.0795	0.47325	0.4515	0.8452500000000001	0.99
1;3;48;607;2340;9842;31014;98934	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;98979	0.101	0.101	0.101	0.101	0.101	0.101
1;3;48;607;2340;9842;31014;99203	0.0	0.0	0.0	0.0	0.0	0.0
1;3;48;607;2340;9842;31014;99357	0.0	0.0	0.42539999999999994	0.147	0.99	0.99
1;3;48;607;2340;9842;31014;99672	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;31014;99842	0.036	0.036	0.036	0.036	0.036	0.036
1;3;48;607;2340;9842;32114;107770	0.058	0.089	0.45519999999999994	0.149	0.99	0.99
1;3;48;607;2340;9842;32114;111144	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;32114;113457	0.182	0.395	0.7268333333333333	0.99	0.99	0.99
1;3;48;607;2340;9842;32114;115221	0.17	0.375	0.58	0.58	0.785	0.99
1;3;48;607;2340;9842;32114;117209	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;32114;119316	0.0	0.2795	0.5163333333333333	0.559	0.7745	0.99
1;3;48;607;2340;9842;32114;119730	0.0	0.3755	0.6638181818181818	0.852	0.99	0.99
1;3;48;607;2340;9842;32114;121434	0.071	0.08499999999999999	0.099	0.099	0.113	0.127
1;3;48;607;2340;9842;32114;122687	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;32114;127467	0.002	0.496	0.6606666666666666	0.99	0.99	0.99
1;3;48;607;2340;9842;32114;127654	0.681	0.681	0.681	0.681	0.681	0.681
1;3;48;607;2340;9842;32114;127828	0.214	0.23424999999999999	0.5245	0.447	0.73725	0.99
1;3;48;607;2340;9842;32114;129390	0.057	0.9844999999999999	0.8692727272727272	0.99	0.99	0.99
1;3;48;607;2340;9842;32114;131117	0.182	0.26525	0.61375	0.6415	0.99	0.99
1;3;48;607;2340;9842;32114;134981	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;32114;136017	0.022	0.06825	0.33175	0.1365	0.441	0.99
1;3;48;607;2340;9842;32114;138084	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;32114;139238	0.243	0.33375	0.4245	0.4245	0.51525	0.606
1;3;48;607;2340;9842;32114;139916	0.066	0.11900000000000001	0.17200000000000001	0.17200000000000001	0.22500000000000003	0.278
1;3;48;607;2340;9842;32114;141415	0.144	0.205	0.5102	0.222	0.99	0.99
1;3;48;607;2340;9842;32114;151532	0.08	0.1745	0.572375	0.6085	0.99	0.99
1;3;48;607;2340;9842;32114;154186	0.135	0.5745	0.709	0.8554999999999999	0.99	0.99
1;3;48;607;2340;9842;32114;157729	0.135	0.34875	0.5625	0.5625	0.77625	0.99
1;3;48;607;2340;9842;32114;158431	0.091	0.091	0.091	0.091	0.091	0.091
1;3;48;607;2340;9842;32114;161563	0.072	0.267	0.46199999999999997	0.46199999999999997	0.657	0.852
1;3;48;607;2340;9842;32114;161892	0.162	0.6105	0.7255	0.875	0.99	0.99
1;3;48;607;2340;9842;32114;162475	0.261	0.344	0.521	0.359	0.651	0.99
1;3;48;607;2340;9842;32114;165079	0.068	0.529	0.6826666666666666	0.99	0.99	0.99
1;3;48;607;2340;9842;32114;167110	0.083	0.5365	0.6876666666666665	0.99	0.99	0.99
1;3;48;607;2340;9842;32114;170293	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;32114;175522	0.127	0.127	0.127	0.127	0.127	0.127
1;3;48;607;2340;9842;32114;175822	0.141	0.431	0.6173333333333333	0.721	0.8554999999999999	0.99
1;3;48;607;2340;9842;32114;179494	0.051	0.99	0.8335	0.99	0.99	0.99
1;3;48;607;2340;9842;32114;179857	0.182	0.384	0.586	0.586	0.788	0.99
1;3;48;607;2340;9842;32114;180599	0.51	0.51	0.51	0.51	0.51	0.51
1;3;48;607;2340;9842;32114;184817	0.0	0.029750000000000002	0.2708125	0.202	0.40825	0.99
1;3;48;607;2340;9842;32114;186849	0.136	0.563	0.7053333333333334	0.99	0.99	0.99
1;3;48;607;2340;9842;32114;187566	0.408	0.699	0.7959999999999999	0.99	0.99	0.99
1;3;48;607;2340;9842;32114;188433	0.102	0.102	0.102	0.102	0.102	0.102
1;3;48;607;2340;9842;32114;83095	0.108	0.464	0.735125	0.99	0.99	0.99
1;3;48;607;2340;9842;32114;87779	0.298	0.298	0.298	0.298	0.298	0.298
1;3;48;607;2340;9842;32114;90363	0.0	0.495	0.66	0.99	0.99	0.99
1;3;48;607;2340;9842;32114;92464	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;32114;92851	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;32114;92959	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;32114;96257	0.088	0.1725	0.445	0.257	0.6234999999999999	0.99
1;3;48;607;2340;9842;32114;99386	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;37954;115274	0.047	0.28275	0.5185	0.5185	0.75425	0.99
1;3;48;607;2340;9842;37954;119469	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;37954;136585	0.0	0.0	0.0	0.0	0.0	0.0
1;3;48;607;2340;9842;37954;143715	0.107	0.428	0.7555384615384615	0.99	0.99	0.99
1;3;48;607;2340;9842;37954;160126	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;37954;169874	0.063	0.079	0.095	0.095	0.111	0.127
1;3;48;607;2340;9842;37954;176281	0.124	0.7735	0.7735	0.99	0.99	0.99
1;3;48;607;2340;9842;37954;188647	0.268	0.853	0.8182	0.99	0.99	0.99
1;3;48;607;2340;9842;38619;117921*	0.108	0.7695	0.7695	0.99	0.99	0.99
1;3;48;607;2340;9842;39517;147919	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;39517;192748	0.51	0.7675000000000001	0.8578571428571429	0.99	0.99	0.99
1;3;48;607;2340;9842;39517;92900	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2340;9842;39886;134414	0.068	0.99	0.8056000000000001	0.99	0.99	0.99
1;3;48;607;2340;9842;42408;179477	0.293	0.39999999999999997	0.507	0.507	0.614	0.721
1;3;48;607;2340;9842;42408;98715	0.072	0.1815	0.291	0.291	0.4005	0.51
1;3;48;607;2370;5353;21357;100934	0.381	0.6855	0.7869999999999999	0.99	0.99	0.99
1;3;48;607;2370;5353;21357;117355	0.114	0.552	0.698	0.99	0.99	0.99
1;3;48;607;2370;5353;21357;151394	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2370;5353;21357;156107	0.134	0.363	0.6546666666666666	0.75	0.99	0.99
1;3;48;607;2370;5353;21357;167766	0.127	0.127	0.127	0.127	0.127	0.127
1;3;48;607;2370;5353;21357;175016	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2370;5353;21357;83079	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2370;5353;21357;93664	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2370;5353;21491;133671	0.0	0.129	0.5324705882352941	0.5309999999999999	0.99	0.99
1;3;48;607;2370;5353;21491;149302	0.006	0.09125	0.3286875	0.189	0.38875	0.99
1;3;48;607;2370;5353;21491;153031	0.197	0.45599999999999996	0.634	0.715	0.8525	0.99
1;3;48;607;2370;5353;21491;165191	0.013	0.21725	0.6111875	0.736	0.99	0.99
1;3;48;607;2370;5353;21491;174102	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2370;5353;21491;81513	0.293	0.393	0.6132	0.4	0.99	0.99
1;3;48;607;2370;5353;32441;95116*	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2370;5353;39040;171640*	0.074	0.12825	0.374	0.2565	0.528	0.99
1;3;48;607;2483;9326;29777;110090	0.089	0.1755	0.39316666666666666	0.2495	0.535	0.99
1;3;48;607;2483;9326;29777;166504	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2483;9326;31435;170725	0.108	0.3285	0.549	0.549	0.7695	0.99
1;3;48;607;2483;9326;33319;156289*	0.102	0.25275	0.50475	0.5585	0.6925	0.99
1;3;48;607;2524;10428;20252;158985	0.182	0.182	0.182	0.182	0.182	0.182
1;3;48;607;2524;10428;20252;182580	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2524;10428;23173;161006*	0.0	0.293	0.6726301369863014	0.99	0.99	0.99
1;3;48;607;2524;10428;23272;133547*	0.036	0.036	0.036	0.036	0.036	0.036
1;3;48;607;2524;10428;23465;101906	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2524;10428;23465;122908	0.036	0.132	0.3216	0.182	0.268	0.99
1;3;48;607;2524;10428;23465;123000	0.127	0.214	0.5875	0.6165	0.99	0.99
1;3;48;607;2524;10428;23465;124120	0.089	0.19224999999999998	0.4945833333333333	0.5605	0.677	0.99
1;3;48;607;2524;10428;23465;177026	0.387	0.53775	0.6885	0.6885	0.83925	0.99
1;3;48;607;2524;10428;23802;104947*	0.085	0.6745	0.787	0.99	0.99	0.99
1;3;48;607;2524;10428;24454;126205	0.015	0.12875	0.426	0.275	0.7595000000000001	0.99
1;3;48;607;2524;10428;24454;171950	0.05	0.312	0.5972500000000001	0.614	0.99	0.99
1;3;48;607;2524;10428;24907;115283	0.271	0.428	0.7338	0.99	0.99	0.99
1;3;48;607;2524;10428;24907;163923	0.182	0.47275	0.7688125	0.99	0.99	0.99
1;3;48;607;2524;10428;25222;115810	0.606	0.798	0.862	0.99	0.99	0.99
1;3;48;607;2524;10428;25222;162087	0.067	0.78	0.7834	0.99	0.99	0.99
1;3;48;607;2524;10428;25222;169034	0.0	0.109	0.4972857142857143	0.293	0.99	0.99
1;3;48;607;2524;10428;25222;87448	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2524;10428;26617;148227	0.141	0.182	0.5415714285714286	0.316	0.99	0.99
1;3;48;607;2524;10428;26617;162830	0.172	0.56925	0.7838	0.99	0.99	0.99
1;3;48;607;2524;10428;26695;116244*	0.062	0.1765	0.571	0.6355	0.99	0.99
1;3;48;607;2524;10428;26926;100312	0.148	0.41425	0.6918333333333333	0.8554999999999999	0.99	0.99
1;3;48;607;2524;10428;26926;103046	0.0	0.27549999999999997	0.7156	0.99	0.99	0.99
1;3;48;607;2524;10428;26926;106499	0.0	0.311	0.618375	0.6835	0.99	0.99
1;3;48;607;2524;10428;26926;112045	0.0	0.1065	0.33172340425531915	0.182	0.3155	0.99
1;3;48;607;2524;10428;26926;144227	0.0	0.0	0.495	0.495	0.99	0.99
1;3;48;607;2524;10428;26926;155307	0.158	0.24575000000000002	0.7255833333333334	0.99	0.99	0.99
1;3;48;607;2524;10428;26926;175925	0.205	0.99	0.8778571428571428	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;101121	0.028	0.0975	0.2683333333333333	0.167	0.3885	0.61
1;3;48;607;2524;10428;27194;101548	0.195	0.195	0.195	0.195	0.195	0.195
1;3;48;607;2524;10428;27194;101928	0.089	0.11524999999999999	0.45325	0.367	0.705	0.99
1;3;48;607;2524;10428;27194;103194	0.298	0.298	0.5286666666666666	0.298	0.644	0.99
1;3;48;607;2524;10428;27194;105621	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;107079	0.0	0.46675	0.6841666666666667	0.8795	0.99	0.99
1;3;48;607;2524;10428;27194;107759	0.385	0.53625	0.6875	0.6875	0.83875	0.99
1;3;48;607;2524;10428;27194;110042	0.0	0.712	0.776375	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;111542	0.023	0.147	0.5275	0.5015000000000001	0.99	0.99
1;3;48;607;2524;10428;27194;113023	0.243	0.42974999999999997	0.6165	0.6165	0.80325	0.99
1;3;48;607;2524;10428;27194;113653	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;115697	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;115861	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;117741	0.0	0.1205	0.5027142857142858	0.308	0.99	0.99
1;3;48;607;2524;10428;27194;121203	0.0	0.1215	0.5228333333333334	0.398	0.99	0.99
1;3;48;607;2524;10428;27194;121506	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;124268	0.088	0.3135	0.539	0.539	0.7645	0.99
1;3;48;607;2524;10428;27194;124330	0.042	0.12775	0.4386666666666667	0.2595	0.81275	0.99
1;3;48;607;2524;10428;27194;126913	0.091	0.184	0.40055555555555555	0.218	0.459	0.99
1;3;48;607;2524;10428;27194;127172	0.489	0.61425	0.7395	0.7395	0.86475	0.99
1;3;48;607;2524;10428;27194;129991	0.01	0.10350000000000001	0.5922499999999999	0.798	0.99	0.99
1;3;48;607;2524;10428;27194;130402	0.318	0.366	0.41400000000000003	0.41400000000000003	0.462	0.51
1;3;48;607;2524;10428;27194;134019	0.182	0.293	0.5334444444444445	0.393	0.799	0.99
1;3;48;607;2524;10428;27194;134518	0.293	0.293	0.293	0.293	0.293	0.293
1;3;48;607;2524;10428;27194;137146	0.0	0.15225	0.3615	0.228	0.43725	0.99
1;3;48;607;2524;10428;27194;140948	0.0	0.1	0.362976	0.182	0.665	0.99
1;3;48;607;2524;10428;27194;142138	0.0	0.1385	0.4103333333333334	0.1775	0.788	0.99
1;3;48;607;2524;10428;27194;142475	0.0	0.33525	0.6974285714285714	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;143514	0.002	0.1225	0.4116666666666666	0.243	0.6165	0.99
1;3;48;607;2524;10428;27194;143657	0.155	0.35100000000000003	0.5640000000000001	0.547	0.7685	0.99
1;3;48;607;2524;10428;27194;145577	0.036	0.99	0.842	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;145884	0.243	0.45575	0.6956666666666665	0.76	0.99	0.99
1;3;48;607;2524;10428;27194;149916	0.0	0.141	0.51	0.429	0.99	0.99
1;3;48;607;2524;10428;27194;150394	0.0	0.13749999999999998	0.52925	0.49	0.99	0.99
1;3;48;607;2524;10428;27194;152357	0.293	0.99	0.9000625	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;154507	0.001	0.74275	0.74275	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;154921	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;155105	0.258	0.267	0.508	0.276	0.633	0.99
1;3;48;607;2524;10428;27194;155424	0.293	0.99	0.8506	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;156626	0.573	0.573	0.573	0.573	0.573	0.573
1;3;48;607;2524;10428;27194;157973	0.141	0.35324999999999995	0.5655	0.5655	0.7777499999999999	0.99
1;3;48;607;2524;10428;27194;160545	0.0	0.1595	0.6883333333333334	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;160924	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;161057	0.191	0.243	0.5715999999999999	0.444	0.99	0.99
1;3;48;607;2524;10428;27194;161591	0.395	0.42375	0.4525	0.4525	0.48125	0.51
1;3;48;607;2524;10428;27194;164535	0.058	0.524	0.6793333333333335	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;165243	0.127	0.34925	0.7075	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;168244	0.182	0.384	0.586	0.586	0.788	0.99
1;3;48;607;2524;10428;27194;169114	0.0	0.036	0.3928	0.293	0.645	0.99
1;3;48;607;2524;10428;27194;172005	0.0	0.12	0.28519999999999995	0.179	0.312	0.99
1;3;48;607;2524;10428;27194;175012	0.288	0.288	0.288	0.288	0.288	0.288
1;3;48;607;2524;10428;27194;176088	0.077	0.141	0.5928	0.766	0.99	0.99
1;3;48;607;2524;10428;27194;179551	0.191	0.99	0.8568333333333333	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;179740	0.006	0.606	0.755	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;180293	0.0	0.14175	0.35025	0.20550000000000002	0.41400000000000003	0.99
1;3;48;607;2524;10428;27194;181689	0.163	0.19374999999999998	0.40225	0.22799999999999998	0.4365	0.99
1;3;48;607;2524;10428;27194;183354	0.0	0.13649999999999998	0.5433749999999999	0.471	0.99	0.99
1;3;48;607;2524;10428;27194;185129	0.141	0.3155	0.6900714285714286	0.9215	0.99	0.99
1;3;48;607;2524;10428;27194;186663	0.265	0.44625000000000004	0.6275	0.6275	0.80875	0.99
1;3;48;607;2524;10428;27194;187181	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;187194	0.0	0.13999999999999999	0.48983333333333334	0.43499999999999994	0.8867499999999999	0.99
1;3;48;607;2524;10428;27194;189736	0.468	0.5985	0.729	0.729	0.8594999999999999	0.99
1;3;48;607;2524;10428;27194;190664	0.163	0.921	0.8389090909090909	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;81414	0.298	0.379	0.671	0.698	0.99	0.99
1;3;48;607;2524;10428;27194;83570	0.257	0.80675	0.80675	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;84205	0.309	0.6495	0.7629999999999999	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;86994	0.522	0.6525000000000001	0.765	0.783	0.8865000000000001	0.99
1;3;48;607;2524;10428;27194;87895	0.114	0.256	0.398	0.398	0.54	0.682
1;3;48;607;2524;10428;27194;88118	0.0	0.0	0.5403333333333333	0.721	0.99	0.99
1;3;48;607;2524;10428;27194;88576	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;88877	0.0	0.201	0.6490588235294118	0.8525	0.99	0.99
1;3;48;607;2524;10428;27194;89426	0.141	0.3095	0.46366666666666667	0.478	0.625	0.772
1;3;48;607;2524;10428;27194;91078	0.329	0.49425	0.6595	0.6595	0.82475	0.99
1;3;48;607;2524;10428;27194;91869	0.0	0.012	0.3356666666666666	0.1515	0.6045	0.99
1;3;48;607;2524;10428;27194;91881	0.037	0.09325	0.53225	0.551	0.99	0.99
1;3;48;607;2524;10428;27194;92552	0.182	0.676	0.7656000000000001	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;93457	0.219	0.219	0.219	0.219	0.219	0.219
1;3;48;607;2524;10428;27194;96281	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2524;10428;27194;96783	0.218	0.41100000000000003	0.604	0.604	0.7969999999999999	0.99
1;3;48;607;2524;10428;27194;99583	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2524;10428;28773;88138*	0.0	0.281	0.6407326732673267	0.749	0.99	0.99
1;3;48;607;2524;10428;29283;179491*	0.102	0.5665	0.7703636363636364	0.99	0.99	0.99
1;3;48;607;2524;10428;29298;142041	0.595	0.69375	0.7925	0.7925	0.89125	0.99
1;3;48;607;2524;10428;29298;154020	0.0	0.131	0.48179999999999995	0.298	0.99	0.99
1;3;48;607;2524;10428;29298;165438	0.399	0.8422499999999999	0.8422499999999999	0.99	0.99	0.99
1;3;48;607;2524;10428;29298;176119	0.089	0.31425000000000003	0.5395	0.5395	0.76475	0.99
1;3;48;607;2524;10428;29369;105704	0.0	0.141	0.5294444444444444	0.429	0.99	0.99
1;3;48;607;2524;10428;29369;136913	0.044	0.2025	0.54275	0.482	0.99	0.99
1;3;48;607;2524;10428;29936;109175	0.176	0.31224999999999997	0.4485	0.4485	0.58475	0.721
1;3;48;607;2524;10428;29936;109563	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2524;10428;29936;120125	0.99	0.99	0.99	0.99	0.99	0.99
1;3;48;607;2524;10428;29936;128440	0.066	0.24075	0.41975	0.3115	0.4905	0.99
1;3;48;607;2524;10428;29936;129995	0.0	0.2025	0.6088	0.659	0.99	0.99
1;3;48;607;2524;10428;29936;130568	0.99	0.99	0.9899999999999999	0.99	0.99	0.99
1;3;48;607;2524;10428;29936;131609	0.243	0.243	0.243	0.243	0.243	0.243
1;3;48;607;2524;10428;29936;134057	0.139	0.77725	0.77725	0.99	0.99	0.99
1;3;48;607;2524;10428;29936;135304	0.429	0.7095	0.8029999999999999	0.99	0.99	0.99
